Difficulty,wasSolved,NakedSingles,HiddenSingles,NakedSubsets_Size2,HiddenSubsets_Size2,BlockLine-Interactions,NakedSubsets_Size3,HiddenSubsets_Size3,NakedSubsets_Size4,HiddenSubsets_Size4,XWing,GivenCount,AnzStartPos1,AnzStartPos2,AnzStartPos3,AnzStartPos4,AnzStartPos5,AnzStartPos6,AnzStartPos7,AnzStartPos8,AnzStartPos9,AnzPossibilities,wasBacktracked
0,1,40,21,0,0,0,0,0,0,0,0,20,9,7,7,6,7,7,5,7,6,266,0
0,1,51,0,0,0,0,0,0,0,0,0,30,6,6,10,4,6,4,3,6,6,135,0
0,1,47,4,0,0,0,0,0,0,0,0,30,4,4,9,7,4,9,3,6,5,160,0
0,1,49,7,0,0,0,0,0,0,0,0,25,9,5,6,5,10,6,4,5,6,207,0
0,1,48,0,0,0,0,0,0,0,0,0,33,9,5,5,3,4,4,11,3,4,132,0
0,1,42,19,2,0,0,0,0,0,0,0,20,5,6,1,2,2,0,0,1,2,263,0
0,1,32,28,0,0,0,0,0,0,0,0,21,3,0,7,2,0,3,5,2,1,254,0
0,1,56,4,0,0,0,0,0,0,0,0,21,3,1,3,6,2,1,2,1,3,251,0
0,1,53,1,0,0,0,0,0,0,0,0,27,7,10,7,5,8,4,5,5,3,178,0
0,1,47,8,0,0,0,0,0,0,0,0,26,6,6,6,6,8,6,3,4,10,191,0
0,1,41,19,0,0,0,0,0,0,0,0,21,7,6,6,7,9,7,6,7,5,265,0
0,1,29,28,0,0,0,0,0,0,0,0,24,1,3,3,7,1,0,0,1,5,230,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,7,5,6,4,3,8,6,5,153,0
0,1,43,13,0,0,0,0,0,0,0,0,25,5,7,6,7,2,3,5,4,4,222,0
0,1,42,17,0,0,0,0,0,0,0,0,22,6,6,7,9,5,7,4,6,3,235,0
0,1,52,2,0,0,0,0,0,0,0,0,27,7,5,5,6,4,6,6,3,8,185,0
0,1,55,0,0,0,0,0,0,0,0,0,26,9,7,8,6,5,5,5,5,5,184,0
0,1,53,4,0,0,0,0,0,0,0,0,24,7,8,6,7,6,9,5,5,4,223,0
0,1,37,13,0,0,0,0,0,0,0,0,31,8,5,10,5,7,4,5,4,2,156,0
0,1,50,0,0,0,0,0,0,0,0,0,31,8,5,3,8,4,11,5,4,2,146,0
0,1,43,14,0,0,0,0,0,0,0,0,24,7,8,6,5,4,8,8,7,4,220,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,7,7,5,3,9,6,2,5,156,0
0,1,46,2,0,0,0,0,0,0,0,0,33,10,5,8,4,6,3,4,5,3,144,0
0,1,52,2,0,0,0,0,0,0,0,0,27,7,6,7,6,9,6,5,3,5,187,0
0,1,47,9,0,0,0,0,0,0,0,0,25,9,6,8,7,5,5,8,5,3,207,0
0,1,45,11,0,0,0,0,0,0,0,0,25,6,8,7,6,10,3,5,6,5,213,0
0,1,41,18,0,0,0,0,0,0,0,0,22,5,6,3,3,2,4,3,6,5,242,0
0,1,53,4,0,0,0,0,0,0,0,0,24,9,8,7,6,6,6,7,5,3,226,0
0,1,46,10,0,0,0,0,0,0,0,0,25,9,8,7,4,4,7,6,6,5,211,0
0,1,49,5,0,0,0,0,0,0,0,0,27,5,4,7,9,3,9,5,7,5,194,0
0,1,42,19,0,0,0,0,0,0,0,0,20,2,5,1,3,4,6,2,3,6,267,0
0,1,37,23,1,0,0,0,0,0,0,0,21,1,6,2,1,2,0,5,2,2,256,0
0,1,57,0,0,0,0,0,0,0,0,0,24,8,5,7,7,5,7,5,6,3,216,0
0,1,47,0,0,0,0,0,0,0,0,0,34,6,5,4,6,6,6,8,4,2,130,0
0,1,52,0,0,0,0,0,0,0,0,0,29,8,8,8,4,6,5,4,4,5,159,0
0,1,39,22,0,0,0,0,0,0,0,0,20,7,7,6,7,6,7,9,7,5,263,0
0,1,38,17,0,0,0,0,0,0,0,0,26,6,4,6,7,6,4,9,5,4,200,0
0,1,47,7,0,0,0,0,0,0,0,0,27,7,4,6,8,5,6,9,4,5,201,0
0,1,42,17,0,0,0,0,0,0,0,0,22,7,5,5,8,10,6,6,7,5,255,0
0,1,48,3,0,0,0,0,0,0,0,0,30,4,4,4,4,5,4,5,4,5,181,0
0,1,52,0,0,0,0,0,0,0,0,0,29,12,4,6,2,7,4,6,1,2,183,0
0,1,53,0,0,0,0,0,0,0,0,0,28,6,8,5,7,8,6,5,3,5,176,0
0,1,48,11,0,0,0,0,0,0,0,0,22,5,7,6,6,4,3,3,6,6,243,0
0,1,51,0,0,0,0,0,0,0,0,0,30,6,7,6,4,4,7,10,4,3,150,0
0,1,51,0,0,0,0,0,0,0,0,0,30,4,6,3,4,7,6,4,4,4,168,0
0,1,53,0,0,0,0,0,0,0,0,0,28,5,7,5,4,7,9,7,4,5,179,0
0,1,53,0,0,0,0,0,0,0,0,0,28,9,5,6,4,7,7,6,4,5,179,0
0,1,52,0,0,0,0,0,0,0,0,0,29,12,6,5,6,3,3,5,7,5,167,0
0,1,42,7,0,0,0,0,0,0,0,0,32,7,4,8,3,6,6,6,5,4,152,0
0,1,35,24,0,0,0,0,0,0,0,0,22,11,4,6,7,5,5,6,6,9,242,0
0,1,46,13,0,0,0,0,0,0,0,0,22,8,9,9,4,7,7,7,3,5,242,0
0,1,52,0,0,0,0,0,0,0,0,0,29,7,6,6,8,6,5,6,5,3,165,0
0,1,49,4,0,0,0,0,0,0,0,0,28,8,6,4,8,7,6,4,3,7,176,0
0,1,42,16,0,0,0,0,0,0,0,0,23,9,5,6,6,5,8,7,5,7,237,0
0,1,52,0,0,0,0,0,0,0,0,0,29,11,7,6,7,5,3,4,5,4,157,0
0,1,50,2,0,0,0,0,0,0,0,0,29,6,3,10,5,8,6,3,4,7,173,0
0,1,42,20,2,0,0,0,0,0,0,0,19,0,4,0,1,4,3,2,6,0,281,0
0,1,49,0,0,0,0,0,0,0,0,0,32,9,3,4,9,4,7,7,3,3,141,0
0,1,43,8,0,0,0,0,0,0,0,0,30,7,5,4,5,6,5,5,9,5,156,0
0,1,46,13,0,0,0,0,0,0,0,0,22,6,6,6,7,8,5,8,7,6,239,0
0,1,46,13,0,0,0,0,0,0,0,0,22,10,5,11,5,3,5,7,9,4,264,0
0,1,52,0,0,0,0,0,0,0,0,0,29,8,8,5,5,6,5,5,7,3,169,0
0,1,47,11,0,0,0,0,0,0,0,0,23,7,14,6,5,6,5,4,4,7,217,0
0,1,50,0,0,0,0,0,0,0,0,0,31,5,6,8,6,3,8,4,7,3,156,0
0,1,48,0,0,0,0,0,0,0,0,0,33,11,5,4,6,4,7,5,3,3,132,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,7,6,4,7,3,4,7,6,155,0
0,1,41,18,0,0,0,0,0,0,0,0,22,1,5,4,1,4,2,3,2,2,249,0
0,1,54,5,0,0,0,0,0,0,0,0,22,9,6,7,6,6,7,7,6,5,243,0
0,1,42,18,0,0,0,0,0,0,0,0,21,8,6,5,6,9,6,5,5,10,258,0
0,1,42,10,0,0,0,0,0,0,0,0,29,5,7,5,7,5,6,3,10,4,182,0
0,1,42,9,0,0,0,0,0,0,0,0,30,3,10,5,7,6,5,5,5,5,173,0
0,1,28,31,0,0,0,0,0,0,0,0,22,8,6,7,6,5,3,6,4,5,247,0
0,1,44,8,0,0,0,0,0,0,0,0,29,4,4,5,4,6,6,8,4,1,181,0
0,1,51,0,0,0,0,0,0,0,0,0,30,5,6,7,4,9,4,5,6,5,151,0
0,1,38,23,0,0,0,0,0,0,0,0,20,7,7,7,6,5,10,7,6,6,268,0
0,1,44,6,0,0,0,0,0,0,0,0,31,7,7,6,10,3,5,3,3,6,155,0
0,1,48,0,0,0,0,0,0,0,0,0,33,6,4,5,7,3,8,7,3,5,146,0
0,1,49,11,0,0,0,0,0,0,0,0,21,7,6,7,9,7,6,5,7,6,251,0
0,1,33,20,0,0,0,0,0,0,0,0,28,2,4,3,4,4,3,1,3,1,186,0
0,1,43,5,0,0,0,0,0,0,0,0,33,5,7,6,5,5,5,5,4,6,142,0
0,1,50,7,0,0,0,0,0,0,0,0,24,7,5,6,9,6,8,6,6,4,206,0
0,1,51,0,0,0,0,0,0,0,0,0,30,4,6,7,6,5,3,4,8,8,158,0
0,1,48,0,0,0,0,0,0,0,0,0,33,6,6,8,11,4,3,3,2,5,131,0
0,1,44,10,0,0,0,0,0,0,0,0,27,2,3,5,3,1,2,2,4,5,186,0
0,1,51,0,0,0,0,0,0,0,0,0,30,5,8,4,10,4,6,6,4,4,163,0
0,1,33,27,0,0,0,0,0,0,0,0,21,6,5,6,6,11,6,7,6,7,240,0
0,1,47,11,0,0,0,0,0,0,0,0,23,5,6,7,7,7,10,5,5,6,237,0
0,1,41,18,0,0,0,0,0,0,0,0,22,3,5,4,2,6,2,5,0,1,249,0
0,1,36,21,0,2,1,0,0,0,0,0,24,4,0,1,6,0,0,6,1,0,221,0
0,1,47,2,0,0,0,0,0,0,0,0,32,9,7,5,6,3,7,6,2,4,146,0
0,1,48,2,0,0,0,0,0,0,0,0,31,5,5,7,4,5,8,5,2,9,157,0
0,1,46,2,0,0,0,0,0,0,0,0,33,5,5,7,7,7,2,5,2,8,141,0
0,1,34,22,0,0,0,0,0,0,0,0,25,6,6,6,7,6,9,6,5,5,206,0
0,1,55,0,0,0,0,0,0,0,0,0,26,7,10,8,7,5,7,3,4,4,199,0
0,1,54,0,0,0,0,0,0,0,0,0,27,7,5,6,7,9,4,4,5,7,188,0
0,1,46,6,0,0,0,0,0,0,0,0,29,7,4,5,4,7,6,8,6,5,172,0
0,1,46,9,0,0,0,0,0,0,0,0,26,5,8,6,5,5,7,5,9,5,191,0
0,1,29,32,0,0,0,0,0,0,0,0,20,6,4,6,6,7,6,2,6,6,269,0
0,1,37,23,0,0,0,0,0,0,0,0,21,4,7,6,7,6,8,6,8,4,271,0
0,1,42,11,0,0,0,0,0,0,0,0,28,7,4,4,5,9,7,7,6,4,185,0
0,1,43,6,0,0,0,0,0,0,0,0,32,8,7,6,6,5,6,5,4,2,131,0
0,1,49,0,0,0,0,0,0,0,0,0,32,6,4,7,4,9,5,6,4,4,140,0
0,1,42,12,0,0,0,0,0,0,0,0,27,3,6,8,8,6,7,9,4,3,190,0
0,1,42,19,0,0,0,0,0,0,0,0,20,1,5,5,4,2,3,5,3,3,279,0
0,1,50,5,0,0,0,0,0,0,0,0,26,4,9,6,8,8,5,4,6,5,186,0
0,1,51,0,0,0,0,0,0,0,0,0,30,8,4,4,10,4,5,6,5,5,149,0
0,1,47,14,0,1,0,0,0,0,0,0,20,1,3,0,0,1,3,0,1,1,272,0
0,1,50,2,0,0,0,0,0,0,0,0,29,8,7,6,6,7,5,5,5,3,179,0
0,1,51,7,0,0,0,0,0,0,0,0,23,8,4,8,6,7,3,5,3,4,225,0
0,1,48,7,0,0,0,0,0,0,0,0,26,10,7,5,5,9,4,3,9,3,206,0
0,1,48,0,0,0,0,0,0,0,0,0,33,10,5,5,4,3,5,5,8,3,143,0
0,1,52,6,0,0,0,0,0,0,0,0,23,6,6,6,6,12,4,6,7,5,237,0
0,1,48,0,0,0,0,0,0,0,0,0,33,5,8,7,4,7,8,4,4,1,128,0
0,1,45,4,0,0,0,0,0,0,0,0,32,4,6,7,5,4,10,6,4,3,159,0
0,1,43,4,0,0,0,0,0,0,0,0,34,6,5,4,7,4,3,6,5,7,141,0
0,1,50,1,0,0,0,0,0,0,0,0,30,6,12,5,9,4,5,4,4,2,160,0
0,1,52,4,0,0,0,0,0,0,0,0,25,6,7,7,6,11,6,4,6,3,223,0
0,1,49,4,0,0,0,0,0,0,0,0,28,4,8,7,5,5,9,4,6,5,182,0
0,1,31,30,0,0,0,0,0,0,0,0,20,5,10,7,7,6,5,8,5,8,271,0
0,1,40,19,0,0,0,0,0,0,0,0,22,6,8,5,6,4,8,7,5,6,227,0
0,1,48,11,0,0,0,0,0,0,0,0,22,9,7,8,6,5,6,5,9,4,225,0
0,1,55,1,0,0,0,0,0,0,0,0,25,9,6,5,12,4,3,6,7,4,202,0
0,1,38,19,0,0,0,0,0,0,0,0,24,7,7,4,4,6,6,8,4,7,209,0
0,1,43,15,0,0,0,0,0,0,0,0,23,5,5,7,7,5,9,6,9,5,234,0
0,1,49,1,0,0,0,0,0,0,0,0,31,2,8,9,4,5,8,7,3,4,157,0
0,1,36,24,0,0,0,0,0,0,0,0,21,6,7,12,7,5,4,6,6,7,258,0
0,1,52,2,0,0,0,0,0,0,0,0,27,6,6,7,7,5,6,9,4,4,184,0
0,1,51,2,0,0,0,0,0,0,0,0,28,9,7,7,6,6,5,5,6,2,171,0
0,1,45,13,0,0,0,0,0,0,0,0,23,6,11,6,6,6,6,7,4,6,236,0
0,1,47,0,0,0,0,0,0,0,0,0,34,6,8,6,4,3,8,6,3,3,136,0
0,1,40,20,0,0,0,0,0,0,0,0,21,5,4,0,6,7,0,1,4,5,258,0
0,1,54,4,0,0,0,0,0,0,0,0,23,10,6,10,10,5,5,2,5,5,227,0
0,1,52,4,0,0,0,0,0,0,0,0,25,8,3,8,8,6,9,6,5,3,210,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,7,6,6,3,3,9,7,3,134,0
0,1,51,5,0,0,0,0,0,0,0,0,25,7,7,6,6,7,7,6,6,4,208,0
0,1,46,8,0,0,0,0,0,0,0,0,27,4,8,5,6,7,6,8,7,3,188,0
0,1,42,13,0,0,0,0,0,0,0,0,26,4,4,6,9,5,7,6,6,1,193,0
0,1,49,5,0,0,0,0,0,0,0,0,27,8,8,7,5,7,4,7,4,4,194,0
0,1,41,10,0,0,0,0,0,0,0,0,30,6,5,7,5,5,10,8,4,1,160,0
0,1,42,15,0,0,0,0,0,0,0,0,24,5,13,8,5,6,8,4,5,3,225,0
0,1,38,23,0,0,0,0,0,0,0,0,20,5,6,6,7,6,8,10,6,7,274,0
0,1,47,9,0,0,0,0,0,0,0,0,25,5,6,6,5,6,8,9,7,4,196,0
0,1,45,13,0,0,0,0,0,0,0,0,23,8,6,5,5,6,8,7,6,7,214,0
0,1,49,0,0,0,0,0,0,0,0,0,32,4,6,5,10,6,3,5,3,3,138,0
0,1,44,10,0,0,0,0,0,0,0,0,27,9,5,9,5,5,5,7,6,3,196,0
0,1,39,20,1,2,1,0,0,0,0,1,22,5,6,1,5,1,8,2,0,1,247,0
0,1,37,21,0,0,0,0,0,0,0,0,23,7,6,7,7,7,5,6,9,4,226,0
0,1,43,16,0,0,0,0,0,0,0,0,22,3,5,6,3,3,6,4,4,3,235,0
0,1,40,17,0,0,0,0,0,0,0,0,24,7,5,6,5,6,6,10,8,4,216,0
0,1,46,10,0,0,0,0,0,0,0,0,25,11,5,7,9,6,4,3,6,5,215,0
0,1,48,5,0,0,0,0,0,0,0,0,28,5,5,6,5,8,6,6,5,7,181,0
0,1,37,25,0,0,0,0,0,0,0,0,19,6,10,6,6,8,5,6,6,5,280,0
0,1,49,2,0,0,0,0,0,0,0,0,30,7,8,5,6,8,8,3,3,3,158,0
0,1,53,3,0,0,0,0,0,0,0,0,25,4,4,6,4,4,6,7,4,5,201,0
0,1,50,0,0,0,0,0,0,0,0,0,31,9,5,3,7,6,6,6,6,2,156,0
0,1,55,5,0,0,0,0,0,0,0,0,21,6,6,6,6,8,6,7,9,6,261,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,5,8,6,8,3,6,3,5,147,0
0,1,49,0,0,0,0,0,0,0,0,0,32,6,9,8,8,4,4,3,2,5,127,0
0,1,51,5,0,0,0,0,0,0,0,0,25,5,7,5,8,6,9,6,5,5,188,0
0,1,54,0,0,0,0,0,0,0,0,0,27,5,3,3,7,8,6,3,2,2,183,0
0,1,48,2,0,0,0,0,0,0,0,0,31,6,12,3,6,4,7,4,5,3,168,0
0,1,39,13,0,0,0,0,0,0,0,0,29,8,4,9,5,4,4,5,3,6,188,0
0,1,52,0,0,0,0,0,0,0,0,0,29,5,2,4,4,6,7,3,4,4,183,0
0,1,50,0,0,0,0,0,0,0,0,0,31,6,5,4,4,7,5,8,7,4,147,0
0,1,41,15,0,0,0,0,0,0,0,0,25,6,8,6,3,9,10,5,4,5,212,0
0,1,30,31,0,1,0,0,0,0,0,0,20,1,4,0,0,1,7,3,6,6,269,0
0,1,45,13,0,0,0,0,0,0,0,0,23,3,2,1,2,4,4,2,2,2,229,0
0,1,49,10,0,0,0,0,0,0,0,0,22,9,8,6,11,5,5,5,4,6,255,0
0,1,50,0,0,0,0,0,0,0,0,0,31,7,3,6,6,5,4,5,6,8,155,0
0,1,37,18,0,0,0,0,0,0,0,0,26,5,5,5,4,6,2,5,3,4,208,0
0,1,51,6,0,0,0,0,0,0,0,0,24,7,7,7,6,5,5,9,7,4,211,0
0,1,42,12,0,0,0,0,0,0,0,0,27,11,7,4,6,4,6,5,6,5,183,0
0,1,42,16,0,0,0,0,0,0,0,0,23,11,6,9,5,5,6,7,4,5,230,0
0,1,47,0,0,0,0,0,0,0,0,0,34,9,4,5,3,5,9,4,3,5,137,0
0,1,46,0,0,0,0,0,0,0,0,0,35,7,2,9,6,6,5,3,4,4,119,0
0,1,48,5,0,0,0,0,0,0,0,0,28,6,3,7,5,7,7,7,7,4,165,0
0,1,48,0,0,0,0,0,0,0,0,0,33,9,6,4,5,6,2,5,4,7,135,0
0,1,40,17,0,0,0,0,0,0,0,0,24,8,7,8,9,5,4,5,6,5,213,0
0,1,53,3,0,0,0,0,0,0,0,0,25,6,6,7,5,5,5,7,6,9,210,0
0,1,43,9,0,0,0,0,0,0,0,0,29,6,5,5,4,9,7,2,4,6,180,0
0,1,47,8,0,0,0,0,0,0,0,0,26,6,11,6,9,7,7,3,4,2,203,0
0,1,35,24,1,0,0,0,0,0,0,0,22,6,5,6,2,6,6,6,5,3,252,0
0,1,42,12,0,0,0,0,0,0,0,0,27,4,5,8,6,5,10,7,3,6,191,0
0,1,39,22,0,0,1,0,0,0,0,0,20,12,6,6,6,7,6,6,6,6,258,0
0,1,45,11,0,0,0,0,0,0,0,0,25,3,8,7,12,9,5,4,4,4,219,0
0,1,48,0,0,0,0,0,0,0,0,0,33,4,5,4,7,9,4,4,6,5,141,0
0,1,45,16,0,0,0,0,0,0,0,0,20,6,7,6,2,6,7,6,4,4,272,0
0,1,45,14,0,0,0,0,0,0,0,0,22,9,5,5,7,6,6,10,7,4,258,0
0,1,38,21,0,0,0,0,0,0,0,0,22,7,6,3,4,6,6,7,4,6,240,0
0,1,43,17,0,0,0,0,0,0,0,0,21,4,4,4,3,5,3,2,1,1,267,0
0,1,53,0,0,0,0,0,0,0,0,0,28,6,8,5,7,6,5,6,6,4,179,0
0,1,45,7,0,0,0,0,0,0,0,0,29,9,5,6,5,3,7,4,7,6,184,0
0,1,52,1,0,0,0,0,0,0,0,0,28,9,8,3,7,6,5,9,2,4,170,0
0,1,48,10,0,0,0,0,0,0,0,0,23,10,7,8,7,8,7,5,3,3,229,0
0,1,40,19,0,0,0,0,0,0,0,0,22,7,6,5,6,9,5,9,6,6,241,0
0,1,48,0,0,0,0,0,0,0,0,0,33,4,4,11,4,7,4,3,5,6,129,0
0,1,48,0,0,0,0,0,0,0,0,0,33,11,3,7,5,6,2,4,6,4,142,0
0,1,45,13,0,0,0,0,0,0,0,0,23,7,8,5,7,4,5,6,6,10,227,0
0,1,50,8,0,0,0,0,0,0,0,0,23,8,2,5,3,4,3,6,0,3,241,0
0,1,48,4,0,0,0,0,0,0,0,0,29,4,7,6,6,9,3,9,5,3,155,0
0,1,40,17,0,0,0,0,0,0,0,0,24,3,4,2,6,5,2,5,1,5,227,0
0,1,47,0,0,0,0,0,0,0,0,0,34,6,4,5,5,4,10,5,3,5,126,0
0,1,50,0,0,0,0,0,0,0,0,0,31,4,6,5,4,7,4,6,12,2,168,0
0,1,41,18,0,0,0,0,0,0,0,0,22,5,4,6,2,4,6,4,2,3,251,0
0,1,34,16,0,0,0,0,0,0,0,0,31,5,6,3,3,7,2,6,5,5,164,0
0,1,45,13,0,0,0,0,0,0,0,0,23,7,6,6,6,8,4,7,7,7,218,0
0,1,41,18,0,0,0,0,0,0,0,0,22,4,6,7,6,7,7,7,6,9,249,0
0,1,39,21,0,0,0,0,0,0,0,0,21,7,5,6,7,6,7,7,9,6,256,0
0,1,32,29,0,0,0,0,0,0,0,0,20,8,8,7,7,6,6,6,7,6,268,0
0,1,44,14,0,0,0,0,0,0,0,0,23,8,10,7,4,5,6,7,5,6,242,0
0,1,36,23,0,0,0,0,0,0,0,0,22,5,1,3,1,3,6,2,1,4,253,0
0,1,39,22,0,0,0,0,0,0,0,0,20,8,5,5,6,7,7,11,6,6,271,0
0,1,51,10,0,0,0,0,0,0,0,0,20,4,4,1,4,3,2,5,4,4,262,0
0,1,38,12,0,0,0,0,0,0,0,0,31,9,9,8,5,4,5,4,2,4,154,0
0,1,47,5,0,0,0,0,0,0,0,0,29,7,3,5,4,4,6,4,5,4,174,0
0,1,26,32,0,0,0,0,0,0,0,0,23,7,8,4,8,7,8,5,5,6,238,0
0,1,43,6,0,0,0,0,0,0,0,0,32,7,2,6,6,10,4,2,9,3,170,0
0,1,34,14,0,0,0,0,0,0,0,0,33,8,7,5,4,3,4,5,5,7,137,0
0,1,51,0,0,0,0,0,0,0,0,0,30,7,7,10,2,6,3,7,5,4,171,0
0,1,40,15,0,0,0,0,0,0,0,0,26,11,7,5,6,10,3,7,3,3,214,0
0,1,47,4,0,0,0,0,0,0,0,0,30,6,11,4,7,4,7,7,2,3,162,0
0,1,51,0,0,0,0,0,0,0,0,0,30,7,3,7,6,8,6,4,5,5,169,0
0,1,37,22,0,0,0,0,0,0,0,0,22,6,5,5,6,6,5,9,4,5,253,0
0,1,34,25,1,0,0,0,0,0,0,1,22,1,1,2,5,1,5,6,0,2,246,0
0,1,41,18,0,0,0,0,0,0,0,0,22,6,2,3,6,0,3,2,1,1,249,0
0,1,44,11,0,0,0,0,0,0,0,0,26,5,7,6,5,7,7,5,6,3,203,0
0,1,38,12,0,0,0,0,0,0,0,0,31,5,5,3,10,7,4,7,4,5,174,0
0,1,47,4,0,0,0,0,0,0,0,0,30,6,8,7,8,2,5,5,6,4,145,0
0,1,36,16,0,0,0,0,0,0,0,0,29,7,6,5,6,7,9,4,2,6,170,0
0,1,48,7,0,0,0,0,0,0,0,0,26,8,7,9,3,5,3,10,6,4,189,0
0,1,29,31,0,0,0,0,0,0,0,0,21,4,7,0,1,4,2,4,0,7,265,0
0,1,48,7,0,0,0,0,0,0,0,0,26,8,8,9,6,3,10,3,5,3,198,0
0,1,33,25,0,0,0,0,0,0,0,0,23,5,6,2,6,7,7,8,5,4,239,0
0,1,46,9,0,0,0,0,0,0,0,0,26,5,7,6,5,8,10,3,5,6,201,0
0,1,49,9,0,0,0,0,0,0,0,0,23,6,8,6,7,9,5,10,4,3,230,0
0,1,42,17,0,0,0,0,0,0,0,0,22,7,8,5,6,5,6,9,7,6,247,0
0,1,53,0,0,0,0,0,0,0,0,0,28,8,6,8,7,7,4,4,4,5,174,0
0,1,46,9,0,0,0,0,0,0,0,0,26,7,6,7,11,7,4,5,4,4,185,0
0,1,39,19,0,0,0,0,0,0,0,0,23,8,14,8,5,5,6,3,4,5,242,0
0,1,49,0,0,0,0,0,0,0,0,0,32,5,4,4,5,10,4,10,3,4,151,0
0,1,45,12,0,0,0,0,0,0,0,0,24,9,7,7,5,5,7,5,8,4,222,0
0,1,47,8,0,0,0,0,0,0,0,0,26,6,4,5,8,7,5,4,6,4,194,0
0,1,42,18,0,0,0,0,0,0,0,0,21,5,8,6,6,6,8,6,9,6,269,0
0,1,53,4,0,0,0,0,0,0,0,0,24,10,5,6,7,5,7,5,7,5,214,0
0,1,47,11,2,0,0,0,0,0,0,0,23,3,2,2,2,5,2,4,7,0,237,0
0,1,48,0,0,0,0,0,0,0,0,0,33,4,5,4,5,5,7,7,7,4,120,0
0,1,49,0,0,0,0,0,0,0,0,0,32,9,4,4,5,10,6,6,3,2,157,0
0,1,44,9,0,0,0,0,0,0,0,0,28,7,4,4,5,5,6,4,10,8,180,0
0,1,51,10,0,0,0,0,0,0,0,0,20,12,8,7,9,5,4,5,5,6,273,0
0,1,44,6,0,0,0,0,0,0,0,0,31,9,4,8,5,7,3,5,4,5,154,0
0,1,50,0,0,0,0,0,0,0,0,0,31,9,5,5,9,4,9,2,4,3,160,0
0,1,40,21,0,0,0,0,0,0,0,0,20,7,7,6,7,7,6,5,7,5,274,0
0,1,52,5,0,0,0,0,0,0,0,0,24,4,4,8,8,5,4,10,6,4,220,0
0,1,47,6,0,0,0,0,0,0,0,0,28,6,4,9,5,7,8,4,5,5,174,0
0,1,39,18,0,0,0,0,0,0,0,0,24,7,9,4,6,6,5,6,6,8,228,0
